Z1zV60J30F4wiv03gs82,46.778986213286970,20.342282584691144
a60I65O3,44.991276667563191,18.953880151816445
FwU0y0CjR9cF5td8Y,-68.024573200864339,-71.649638553389536
bCc8Tv03hph9e39mSwV3,46.958578810212053,20.812477564961942
529022W6A66,19.581520753418804,42.046438103883048
KSEt5jFBhV7wV3M01Do3F,-66.949634915465026,-69.871180699085613
DvMU8Zbo396N6kduXAw82gG4,-88.609756458261629,73.602594661803209
Gs1fK8v1Dly11,19.660834322063454,41.405293685464585
pvJ49f8wr9h69583,45.874268096001238,20.221071400635239
QM175N41g3Xt943dXdcgeQ,19.222671024036181,40.936770588684261
KkW58718P06E806Zq9,19.903948412975140,40.818489702405621
l8Gn85bM04E3saDBLZ65B,-67.773701479503046,-66.361343526420200
5FxZse1j5p3xMu3yGork65,-88.604531189945874,72.958415855098110
89N9V008A8kq8,-67.216699765781982,-69.323955959912738
pT24N2Vf1EgBh49911,-87.641182194350804,73.534521735393511
YmsOsSP92x26UiDg04Hl,-68.986954312276040,-68.583663059579749
o0F964456jpY2K75,-26.011400464761309,91.692795687000782
z37cm80HZ1799LLGj6WMJ59y,-88.326264441463024,73.503821433850277
32470Z3,-24.278459013157839,88.911996965549292
OYi38G04Q2Dl2v4RYJ,20.919956753152491,41.280696069453100
P41ENAj736Bw6WMjnei,46.123736665129364,17.429775674671735
84Uv7CN4awxI124d5O,-24.841483380181632,90.489309491480213
EWoZ1evo895qbf74zH271f,-87.923305423420985,72.557513785234917
7o089ChzXGG1q1o0l62,-68.629819703299631,-68.308644668751313
38283iYy,-24.466308882762501,89.285703725566961
az609z93FT3Q865kiD,44.920202116501166,20.875450882614249
5O8hLJDeNi4pW56Cez,-24.781068664929503,91.618217498932793
19z9925,-89.448391229435487,72.930004450632353
96497hM0,20.490128999653241,42.123240582439045
bv21VSRS8E36Gd22s,-89.553390592419461,71.433248717407011
i208879695,45.911182138208517,19.299138651587700
80v50lz5m9Q2Y0ac8b4Is1iXo,-88.935135712252560,75.793428440655276
mLbiuH8lbJvy9776WabN7,19.739941296958317,41.761308571194661
5501jl3dNOQg,-89.570875985389620,73.545049865214054
P0q16444K8iC7zUQe4J1w,-24.060976708031557,91.074141401099439
71Lk9yyH4cR5xJ19o4vn,-69.918993933074987,-68.418686186575414
PyVYZYVd4KvW3392,21.323961983640327,43.572863013429703
5zlBd95238iB91PkOPah5ty,20.168108348025470,41.900069634066767
3ZQ273k68zx8i26U3x,21.519996895202866,41.591647496910227
